date,open,high,low,close,volume,adjclose
2021-05-28 06:30:00,177.4600067138672,178.42999267578125,177.24000549316406,178.3800048828125,9967000,178.3800048828125
2021-05-27 06:30:00,177.38999938964844,177.82000732421875,176.80999755859375,177.7100067138672,7993000,177.7100067138672
2021-05-26 06:30:00,178.3699951171875,178.61000061035156,177.0399932861328,177.63999938964844,8495400,177.63999938964844
2021-05-25 06:30:00,176.14999389648438,177.9499969482422,176.0399932861328,177.9499969482422,8986900,177.9499969482422
2021-05-24 06:30:00,176.14999389648438,176.58999633789062,175.8699951171875,176.35000610351562,5557300,176.35000610351562
2021-05-21 06:30:00,176.5800018310547,176.86000061035156,175.14999389648438,176.0399932861328,7676200,176.0399932861328
2021-05-20 06:30:00,175.32000732421875,176.4600067138672,175.11000061035156,175.9600067138672,9802800,175.9600067138672
2021-05-19 06:30:00,175.13999938964844,177,174.35000610351562,175.16000366210938,20741100,175.16000366210938
2021-05-18 06:30:00,175.17999267578125,175.2100067138672,174.4600067138672,175.0399932861328,7294000,175.0399932861328
2021-05-17 06:30:00,173.3000030517578,175,173.27999877929688,174.6999969482422,11956800,174.6999969482422
2021-05-14 06:30:00,172.0500030517578,172.6999969482422,171.82000732421875,172.69000244140625,9683000,172.69000244140625
2021-05-13 06:30:00,170.35000610351562,171.27000427246094,170.22999572753906,171.1300048828125,8078300,171.1300048828125
2021-05-12 06:30:00,171.42999267578125,171.83999633789062,170.35000610351562,170.42999267578125,12666300,170.42999267578125
2021-05-11 06:30:00,170.55999755859375,172.1699981689453,170.27000427246094,172.13999938964844,8348200,172.13999938964844
2021-05-10 06:30:00,172.74000549316406,172.83999633789062,171.77999877929688,172.11000061035156,8276600,172.11000061035156
2021-05-07 06:30:00,171.52999877929688,172.5500030517578,171,171.58999633789062,14747700,171.58999633789062
2021-05-06 06:30:00,167.9499969482422,170.2899932861328,167.9199981689453,170.05999755859375,13574100,170.05999755859375
2021-05-05 06:30:00,166.6300048828125,167.30999755859375,166.6300048828125,167.27000427246094,3174200,167.27000427246094
2021-05-04 06:30:00,167.69000244140625,168.5500030517578,165.5,166.5800018310547,10267400,166.5800018310547
2021-05-03 06:30:00,167.61000061035156,168.42999267578125,167.41000366210938,167.80999755859375,9014700,167.80999755859375
2021-04-30 06:30:00,165.86000061035156,166,165.24000549316406,165.66000366210938,6247800,165.66000366210938
2021-04-29 06:30:00,165.5800018310547,166.25999450683594,164.47000122070312,166.22000122070312,9067600,166.22000122070312
2021-04-28 06:30:00,165.75,166.9600067138672,165.49000549316406,166.91000366210938,6932200,166.91000366210938
2021-04-27 06:30:00,166.9199981689453,167.14999389648438,166.27999877929688,166.4199981689453,5363500,166.4199981689453
2021-04-26 06:30:00,166.6300048828125,166.8699951171875,166.0500030517578,166.83999633789062,4786600,166.83999633789062
2021-04-23 06:30:00,167.3699951171875,167.52999877929688,165.77999877929688,166.39999389648438,7106400,166.39999389648438
2021-04-22 06:30:00,167.11000061035156,167.52999877929688,166.49000549316406,167.0399932861328,7680100,167.0399932861328
2021-04-21 06:30:00,167.17999267578125,168.38999938964844,167.14999389648438,168.1300048828125,8380200,168.1300048828125
2021-04-20 06:30:00,165.64999389648438,166.80999755859375,165.6199951171875,166.47999572753906,6532000,166.47999572753906
2021-04-19 06:30:00,165.91000366210938,166.44000244140625,165.72000122070312,165.88999938964844,5721700,165.88999938964844
2021-04-16 06:30:00,166.24000549316406,166.80999755859375,165.94000244140625,166.35000610351562,10057600,166.35000610351562
