date,open,high,low,close,volume,adjclose
2021-05-27 13:00:03,620.239990234375,631.1300048828125,616.2999877929688,630.8499755859375,25165248,630.8499755859375
2021-05-26 06:30:00,607.5599975585938,626.1699829101562,601.5,619.1300048828125,28582600,619.1300048828125
2021-05-25 06:30:00,607.3099975585938,613.989990234375,595.7100219726562,604.6900024414062,28005900,604.6900024414062
2021-05-24 06:30:00,581.5999755859375,614.47998046875,573.6500244140625,606.4400024414062,34558100,606.4400024414062
2021-05-21 06:30:00,596.1099853515625,596.6799926757812,580,580.8800048828125,25943600,580.8800048828125
2021-05-20 06:30:00,575,588.8499755859375,571.0700073242188,586.780029296875,30821100,586.780029296875
2021-05-19 06:30:00,552.5499877929688,566.2100219726562,546.97998046875,563.4600219726562,39578400,563.4600219726562
2021-05-18 06:30:00,568,596.25,563.3800048828125,577.8699951171875,36830600,577.8699951171875
2021-05-17 06:30:00,575.5499877929688,589.72998046875,561.2000122070312,576.8300170898438,32390400,576.8300170898438
2021-05-14 06:30:00,583.4099731445312,592.8699951171875,570.4600219726562,589.739990234375,33230600,589.739990234375
2021-05-13 06:30:00,601.5399780273438,606.4600219726562,559.6500244140625,571.6900024414062,44184900,571.6900024414062
2021-05-12 06:30:00,602.489990234375,620.4099731445312,586.77001953125,589.8900146484375,33823600,589.8900146484375
2021-05-11 06:30:00,599.239990234375,627.0999755859375,595.5999755859375,617.2000122070312,46503900,617.2000122070312
2021-05-10 06:30:00,664.9000244140625,665.0499877929688,627.6099853515625,629.0399780273438,31392400,629.0399780273438
2021-05-07 06:30:00,665.7999877929688,690,660.219970703125,672.3699951171875,23422100,672.3699951171875
2021-05-06 06:30:00,680.760009765625,681.02001953125,650,663.5399780273438,27784600,663.5399780273438
2021-05-05 06:30:00,681.0599975585938,685.2999877929688,667.3400268554688,670.9400024414062,21901900,670.9400024414062
2021-05-04 06:30:00,678.9400024414062,683.4500122070312,657.7000122070312,673.5999755859375,29739300,673.5999755859375
2021-05-03 06:30:00,703.7999877929688,706,680.5,684.9000244140625,27043100,684.9000244140625
2021-04-30 06:30:00,667.5900268554688,715.469970703125,666.1400146484375,709.4400024414062,40686400,709.4400024414062
2021-04-29 06:30:00,699.510009765625,702.25,668.5,677,28845400,677
2021-04-28 06:30:00,696.4099731445312,708.5,693.5999755859375,694.4000244140625,22271000,694.4000244140625
2021-04-27 06:30:00,717.9600219726562,724,703.3499755859375,704.739990234375,29437000,704.739990234375
2021-04-26 06:30:00,741,749.2999877929688,732.6099853515625,738.2000122070312,31038500,738.2000122070312
2021-04-23 06:30:00,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,28370000,729.4000244140625
2021-04-22 06:30:00,741.5,753.77001953125,718.0399780273438,719.6900024414062,35590300,719.6900024414062
2021-04-21 06:30:00,704.77001953125,744.8400268554688,698,744.1199951171875,31215500,744.1199951171875
2021-04-20 06:30:00,717.4199829101562,737.25,710.6900024414062,718.989990234375,35609000,718.989990234375
2021-04-19 06:30:00,719.5999755859375,725.4000244140625,691.7999877929688,714.6300048828125,39686200,714.6300048828125
2021-04-16 06:30:00,728.6500244140625,749.4099731445312,724.5999755859375,739.780029296875,27979500,739.780029296875
2021-04-15 06:30:00,743.0999755859375,743.6900024414062,721.3099975585938,738.8499755859375,27848900,738.8499755859375
2021-04-14 06:30:00,770.7000122070312,780.7899780273438,728.030029296875,732.22998046875,49017400,732.22998046875
2021-04-13 06:30:00,712.7000122070312,763,710.6599731445312,762.3200073242188,44652800,762.3200073242188
2021-04-12 06:30:00,685.7000122070312,704.7999877929688,682.0900268554688,701.97998046875,29135700,701.97998046875
2021-04-09 06:30:00,677.77001953125,680.969970703125,669.4299926757812,677.02001953125,21437100,677.02001953125
2021-04-08 06:30:00,677.3800048828125,689.5499877929688,671.6500244140625,683.7999877929688,23924300,683.7999877929688
2021-04-07 06:30:00,687,691.3800048828125,667.8400268554688,670.969970703125,26309400,670.969970703125
2021-04-06 06:30:00,690.2999877929688,696.5499877929688,681.3699951171875,691.6199951171875,28271800,691.6199951171875
2021-04-05 06:30:00,707.7100219726562,708.1599731445312,684.7000122070312,691.0499877929688,41842800,691.0499877929688
2021-04-01 06:30:00,688.3699951171875,692.4199829101562,659.4199829101562,661.75,35298400,661.75
2021-03-31 06:30:00,646.6199951171875,672,641.1099853515625,667.9299926757812,33337300,667.9299926757812
2021-03-30 06:30:00,601.75,637.6599731445312,591.010009765625,635.6199951171875,39432400,635.6199951171875
2021-03-29 06:30:00,615.6400146484375,616.47998046875,596.02001953125,611.2899780273438,28637000,611.2899780273438
2021-03-26 06:30:00,641.8699951171875,643.8200073242188,599.8900146484375,618.7100219726562,33852800,618.7100219726562
2021-03-25 06:30:00,613,645.5,609.5,640.3900146484375,39224900,640.3900146484375
2021-03-24 06:30:00,667.9099731445312,668.02001953125,630.1099853515625,630.27001953125,33795200,630.27001953125
2021-03-23 06:30:00,675.77001953125,677.7999877929688,657.510009765625,662.1599731445312,30491900,662.1599731445312
2021-03-22 06:30:00,684.5900268554688,699.6199951171875,668.75,670,39512200,670
2021-03-19 06:30:00,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,42894000,654.8699951171875
2021-03-18 06:30:00,684.2899780273438,689.22998046875,652,653.1599731445312,33224800,653.1599731445312
2021-03-17 06:30:00,656.8699951171875,703.72998046875,651.010009765625,701.8099975585938,40372500,701.8099975585938
2021-03-16 06:30:00,703.3499755859375,707.9199829101562,671,676.8800048828125,32195700,676.8800048828125
2021-03-15 06:30:00,694.0900268554688,713.1799926757812,684.0399780273438,707.9400024414062,29335600,707.9400024414062
2021-03-12 06:30:00,670,694.8800048828125,666.1400146484375,693.72998046875,33583800,693.72998046875
2021-03-11 06:30:00,699.4000244140625,702.5,677.1799926757812,699.5999755859375,36253900,699.5999755859375
2021-03-10 06:30:00,700.2999877929688,717.8499755859375,655.0599975585938,668.0599975585938,60605700,668.0599975585938
2021-03-09 06:30:00,608.1799926757812,678.0900268554688,595.2100219726562,673.5800170898438,67523300,673.5800170898438
2021-03-08 06:30:00,600.5499877929688,620.1300048828125,558.7899780273438,563,51787000,563
2021-03-05 06:30:00,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,89396500,597.9500122070312
2021-03-04 06:30:00,655.7999877929688,668.4500122070312,600,621.4400024414062,65919500,621.4400024414062
2021-03-03 06:30:00,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312,30208000,653.2000122070312
2021-03-02 06:30:00,718.280029296875,721.1099853515625,685,686.4400024414062,23732200,686.4400024414062
